Record ID,University,Institution Type,Russell Group,UK Nation,Category,Document Title,Document Type,Intended_Audience,URL,File Format,Retrieval Date,Status,Source_Type,Last_Updated,Notes,AI_Characterisation,Aim_Prevention,Aim_Encouragement,Uses_Allowed,Uses_Disallowed,Technologies_Mentioned,Coding_Mentioned,Overall_Tone,Key_Takeaways,Missing_Topics,Unclear_Areas,Suggested_Additions,Suggested_Reductions,Coding_Recommendations
RG086,University of Sheffield,University,Yes,England,Teaching,StudySkills@Sheffield — Generative AI Guidance Collection,Guidance,Students,https://sheffield.ac.uk/study-skills/digital/generative-ai/essays-reports; https://sheffield.ac.uk/study-skills/digital/generative-ai/revision; https://sheffield.ac.uk/study-skills/digital/generative-ai/reading-note-taking; https://www.sheffield.ac.uk/study-skills/digital/generative-ai/productivity; https://sheffield.ac.uk/study-skills/research/searching/using-ai; https://sheffield.ac.uk/study-skills/digital/generative-ai/prompt-bank,HTML,2026-08-03,Available,Official,,,Tool; Opportunity; Risk; Challenge,Academic Integrity Breach; Hallucination; Incorrect Information; Unauthorised AI Use; Data Protection Risk; Over-reliance,Responsible AI Use; AI Literacy; Learning Support; Critical Thinking; Academic Skills Development,Idea Generation; Essay Planning; Research Support; Revision Support; Note Organisation; Information Search; Language Support; Proofreading; Productivity Support; Prompt Development,Submitting AI Output as Own Work; Copying AI Text Directly; Replacing Personal Thinking; Uploading Confidential Materials; Unverified Outputs,Google Gemini; ChatGPT; Google NotebookLM; Grammarly; Google Translate; Generative AI Tools,FALSE,Balanced,"Sheffield’s StudySkills@Sheffield resources provide one of the most comprehensive student-facing AI guidance collections in the dataset. Rather than defining AI as prohibited or unrestricted, the guidance frames GenAI as a learning assistant that can support academic activities while requiring students to maintain ownership, verify outputs and follow assessment rules.","Although the guidance covers many academic workflows, it provides limited discipline-specific examples, particularly for programming, computational research and data science assignments.","The guidance repeatedly refers students to departmental and assessment-specific rules, meaning the exact boundary between permitted and restricted AI use may vary across modules.","Add discipline-specific examples for STEM subjects, including AI-assisted coding, data analysis, computational modelling and software development tasks.",/,"Student-facing AI guidance should include a dedicated section on AI-assisted coding, clarifying acceptable uses of code generation, debugging support and programming assistance. It should also explain requirements for validating generated code, documenting AI involvement and maintaining ownership of computational work."
RG087,University of Sheffield,University,Yes,England,Teaching,How to use Generative AI critically,Guidance,Students,https://sheffield.ac.uk/study-skills/digital/generative-ai/critical,HTML,2026-08-03,Available,Official,,,Tool; Opportunity; Risk; Challenge,Academic Integrity Breach; Hallucination; Bias; Privacy/Data Protection Risk; Copyright Risk; Over-reliance,AI Literacy; Critical Thinking; Responsible AI Use; Learning Support; Reflection,Idea Development; Brainstorming; Research Support; Prompting; Critical Discussion; Output Evaluation; Language/Concept Clarification,Replacing Personal Thinking; Accepting Outputs Without Verification; Direct Submission Without Disclosure,Generative AI Tools; AI Chatbots,FALSE,Balanced,"Sheffield presents critical AI literacy as a foundational academic skill rather than simply a set of rules for acceptable AI use. The guidance frames GenAI as a socio-economic and cultural phenomenon and encourages students to evaluate benefits, limitations and broader impacts before deciding whether AI should be used.","The guidance provides strong conceptual discussion of AI literacy but offers limited examples for discipline-specific applications such as programming, quantitative analysis or computational research.","Although the document encourages disclosure of AI use, the exact disclosure requirements remain dependent on individual schools or modules.","Add examples demonstrating critical AI literacy in different disciplines, especially STEM fields where students increasingly use AI-assisted coding and data analysis tools.",/,"Student AI literacy guidance should include discipline-specific examples showing how critical AI principles apply to programming tasks, including validating AI-generated code, understanding limitations of AI coding assistants, checking security issues, and documenting AI involvement in computational work."
RG088,University of Sheffield,University,Yes,England,Teaching,Using AI as assistive technology,Guidance,Students,https://sheffield.ac.uk/study-skills/digital/generative-ai/assistive-technology,HTML,2026-08-03,Available,Official,,,Tool; Opportunity; Risk; Challenge,Academic Integrity Breach; Misuse of Assistive Technology; Undeclared AI Use; Data Protection Risk; Over-reliance; Feature Creep,Accessibility; Inclusive Education; Responsible AI Use; Learning Support; Equal Participation,Accessibility Support; Assignment Interpretation; Writing Organisation; Proofreading; Language Support; Time Management; Learning Support,Generating Significant Content; Rewriting Major Sections; Direct Copying; Unauthorised Features; Sensitive Data Input,Google Gemini; Grammarly; Language Translators; Generative AI Tools,FALSE,Balanced,"Sheffield’s guidance provides an inclusive approach to AI governance by recognising GenAI as a legitimate assistive technology while maintaining academic integrity requirements. It avoids treating accessibility-related AI use as inherently problematic and instead focuses on purpose, proportionality, transparency and assessment rules.","The guidance focuses mainly on written academic tasks and does not discuss AI-assisted accessibility in programming, mathematical modelling or other technical disciplines.",The boundary between acceptable assistive support and excessive AI contribution may still depend on individual assessment briefs and module expectations.,"Include examples of assistive AI use across different disciplines, particularly STEM fields where accessibility needs may involve coding, data analysis or technical communication.",/,"Accessibility-focused AI guidance should also address AI-assisted programming tools for students who rely on coding environments as assistive technology. Policies could clarify acceptable use of code completion, debugging assistance, accessibility features in coding tools, and disclosure expectations."
RG089,University of Sheffield,University,Yes,England,Process,Principles for the use of Generative AI for productivity purposes,Principles,Staff,https://sheffield.ac.uk/it-services/generative-ai-principles-productivity,HTML,2026-06-29,Available,Official,,,Tool; Opportunity; Risk; Transformative Technology,Incorrect Information; Bias; Privacy/Data Protection Risks; Security Risks; Copyright/IP Risks; Loss of Human Oversight; Misinformation,Productivity Improvement; Responsible AI Use; Staff AI Literacy; Innovation; Skills Development,Email Drafting; Document Drafting; Meeting Summaries; Document Summarisation; Scheduling; Administrative Support; Research Support Tasks; Teaching Support Tasks,Replacing Human Judgement; Processing Sensitive Data in Public AI Tools; Unverified Outputs; Unapproved AI Tools; Copyright-Infringing Use,Google Gemini; Generative AI Tools,FALSE,Balanced,"Sheffield’s productivity principles extend AI governance beyond teaching and research by addressing everyday institutional work. The document adopts a human-centred productivity model: AI is encouraged as a supportive resource for efficiency, but staff remain accountable for outputs, decisions and compliance with data protection requirements.","The guidance provides examples of administrative productivity use but does not address AI-assisted coding, workflow automation or technical implementation in detail.","Although Google Gemini is identified as the institutionally supported tool, the document does not provide detailed criteria for approving additional AI systems beyond the general IT solution request process.","Add examples of acceptable AI use cases across different professional service areas, including data analysis, reporting automation and computational workflows.",/,"Productivity-focused AI policies should consider adding guidance for AI-assisted programming and automation workflows, especially where staff use AI to generate scripts, analyse data or automate administrative processes. Guidance should clarify verification responsibilities, security considerations and documentation of AI involvement."
RG090,University of Southampton,University,Yes,England,Teaching,Using generative artificial intelligence during your studies,Guidance,Students,https://www.southampton.ac.uk/about/governance/regulations-policies/policies/using-gen-ai-during-your-studies,HTML,2026-06-29,Available,Official,,"Additional student and staff guidance links are referenced on the main page, but the linked resources require institutional login access and were not accessible for external review.",Tool; Opportunity; Risk; Challenge,Academic Integrity Breach; Plagiarism; Unauthorised AI Use; Hallucination; Bias; Data Protection Risk; Intellectual Property Risk,AI Literacy; Responsible AI Use; Learning Enhancement; Digital Skills Development; Critical Thinking,Brainstorming; Writing Feedback; Editing; Grammar Checking; Summarisation; Accessibility Support; Learning Support,Direct Submission of AI Output; AI-written Assignments; Answering Assessment Questions; Uploading Restricted Materials,ChatGPT; Microsoft Copilot; Generative AI Tools,"True, mentioned",Balanced,"Southampton adopts a balanced educational approach that encourages students to use GenAI as a learning support tool while maintaining strong expectations around academic ownership and responsibility. The university frames GenAI literacy as an essential graduate capability, but emphasises that AI should support rather than replace students’ own knowledge, understanding and critical thinking.","The guidance provides clear principles for general student use but lacks detailed discipline-specific examples, particularly for programming, data science and computational assignments.","The acceptable level of GenAI use depends on specific tasks, learning outcomes and module-level expectations, meaning boundaries may vary across courses.","Add examples for STEM disciplines, especially AI-assisted coding, data analysis and computational research workflows.",/,"Student AI guidance should include clearer examples for AI-assisted programming, including acceptable uses of code generation and debugging tools, requirements for verifying generated code, and expectations for documenting AI involvement in programming assignments."
RG091,University College London,University,Yes,England,Teaching,Generative AI Hub,Guidance Hub,Staff/Students,https://www.ucl.ac.uk/teaching-learning/generative-ai-hub,HTML,2026-06-29,Available,Official,,,Tool; Opportunity; Risk; Challenge; Transformative Technology,Academic Integrity Risk; Data Protection Risk; Misuse of AI Outputs; Lack of AI Literacy; Ethical Risks; Over-reliance,AI Literacy; Responsible AI Use; Learning Enhancement; Digital Skills Development; Staff Capability Building,Academic Writing Support; Referencing Support; Learning Support; Prompt Development; Assessment Support; Teaching Support; Staff Training,Uncritical AI Use; Unsafe Data Sharing; Academic Misconduct; Treating AI Output as Fully Reliable,Microsoft Copilot; Studiosity; Generative AI Tools,FALSE,Balanced,"UCL’s Generative AI Hub represents an institution-wide AI enablement model. Instead of treating GenAI primarily as a compliance issue, UCL builds an ecosystem combining AI literacy, staff development, student support and secure institutional tools. The inclusion of Microsoft Copilot as an approved tool demonstrates governance through technical infrastructure and data protection controls.","The Hub provides broad institutional guidance but does not provide detailed discipline-specific examples, particularly for programming, computational research and data science workflows.","The Hub acts mainly as an entry point and links to more specific guidance. Detailed rules regarding assessment use, citation and research transparency are addressed in separate UCL documents.","Add discipline-specific AI guidance, especially for programming, quantitative analysis and technical research workflows.",/,"UCL’s GenAI Hub could include additional guidance on AI-assisted programming, including acceptable use of coding assistants, validation of generated code, software security considerations, and disclosure requirements for AI-generated programming outputs."
RG092,University College London,University,Yes,England,Teaching,Engaging with Generative AI in your education and assessment,Guidance,Students,https://www.ucl.ac.uk/study/current-students/exams-and-assessments/assessment-success-guide/engaging-generative-ai-your-education-and-assessment,HTML,2026-06-29,Available,Official,,,Tool; Opportunity; Risk; Challenge; Transformative Technology,Academic Integrity Breach; Academic Misconduct; Plagiarism; Unfair Advantage; Unacknowledged AI Use; Unauthorised AI Use; Inaccuracy; Misinformation; Overreliance; Loss of Critical Engagement; Misrepresentation of Authorship,Responsible AI Use; Ethical Use; Transparency; AI Literacy; Learning Support; Critical Engagement; Independent Learning; Academic Integrity,Grammar Checking; Spelling Checking; Idea Generation; Planning; Assistive Assessment Support; Learning Support,Using GenAI to Write an Entire Assessment; Presenting AI-generated Work as Own; Unacknowledged GenAI Use; Using GenAI Beyond Assessment Permissions; Using GenAI to Gain Unfair Academic Advantage,Generative AI,"True, mentioned",Balanced,"UCL adopts an assistive rather than prohibition-based model of student GenAI use. Students are encouraged to engage with GenAI effectively, ethically and transparently, but AI use must preserve independent learning and the student’s own intellectual contribution. Where no specific assessment instructions are provided, assistive use is the default, provided that the final submission remains substantially the student’s own work.","The guidance does not provide substantive guidance for AI-assisted programming, data analysis or other computational assessment tasks. It also does not address data protection, copyright or intellectual-property risks in detail, instead directing users to separate UCL resources.","The boundary between “assistive” GenAI use and use that becomes too substantive remains partly assessment-specific. Teaching staff determine what is permitted or expected, and students are instructed to seek clarification from the module leader where necessary.","Add discipline-specific examples illustrating the assistive-use principle across essays, programming assignments, quantitative analysis, presentations and creative assessments.",/,"Student assessment guidance should explicitly incorporate AI-assisted programming. It should distinguish acceptable uses such as code explanation, debugging and limited code completion from substantive code generation that replaces students’ own problem-solving. Policies should require students to understand and test AI-generated code, follow assessment-specific permissions, and disclose material AI involvement in submitted programming work."
RG093,University College London,University,Yes,England,Teaching,Three categories of GenAI use in assessment,Guidance,Staff/Students,https://www.ucl.ac.uk/teaching-learning/generative-ai-hub/three-categories-genai-use-assessment,HTML,2026-06-29,Available,Official,,,Tool; Opportunity; Risk; Challenge; Transformative Technology,Academic Integrity Breach; Unfair Advantage; Unauthorised AI Use; Misuse of AI Outputs; Assessment Misalignment; Privacy/Data Risk,Responsible AI Use; Assessment Transparency; AI Literacy; Learning Enhancement; Critical Engagement,Assistive Use; Learning Support; Data Analysis; Pattern Recognition; Code Testing; Feedback; Content Generation; Critical Evaluation,Full Assessment Generation; Replacing Student Authorship; Unauthorised AI Use; Unfair Advantage; Category 1 Violations,Generative AI,"True, Guidance Provided",Balanced,"UCL’s three-category framework represents a sophisticated assessment governance model. Instead of treating GenAI as universally acceptable or prohibited, UCL links AI permissions to assessment purpose, learning outcomes and expected student capabilities. The framework creates a structured spectrum from prohibition (Category 1), through assistance (Category 2), to intentional AI integration (Category 3).","Although the framework includes code testing and code development examples, it does not provide detailed guidance on software engineering practices, AI-generated code verification, security vulnerabilities or reproducibility.","The framework leaves significant discretion to individual assessment setters. Different modules may apply different restrictions or permissions, meaning students must rely on assessment-specific instructions.","Add discipline-specific examples for computational fields, including programming assignments, data science projects and AI-assisted research workflows.",/,"UCL provides a strong model for incorporating coding into GenAI assessment policies by distinguishing between assistive coding use (such as code testing, debugging support and explanation) and assessments where AI-assisted code generation is an intended learning outcome. Future policies should specify when coding-related AI use is permitted, how students should demonstrate understanding of generated code, and how AI involvement should be disclosed."
RG094,University College London,University,Yes,England,Teaching,GenAI and academic integrity in assessment,Guidance,Students,https://www.ucl.ac.uk/teaching-learning/generative-ai-hub/genai-and-academic-integrity-assessment,HTML,2026-08-03,Available,Official,,,Tool; Opportunity; Risk; Challenge,Academic Integrity Breach; Academic Misconduct; Unfair Advantage; Misrepresentation of Authorship; Unacknowledged AI Use; Over-reliance,Responsible AI Use; Transparency; Academic Integrity; Critical Understanding; Learning Support,Revision Support; Idea Generation; Drafting Support; Proofreading; Grammar Checking; Language Tone Improvement,Changing Meaning of Work; Submitting AI-generated Work as Own; Unacknowledged AI Use; Academic Misconduct,Generative AI,FALSE,Balanced,"UCL frames GenAI assessment governance primarily through the concept of fairness rather than technological prohibition. The central question is not whether students use AI, but whether AI use creates unfair academic advantage. This allows UCL to distinguish legitimate learning support from academic misconduct.","The resource does not discuss discipline-specific AI use cases, technical subjects, programming assignments or research workflows.","Although the resource provides general principles, the exact boundary of acceptable use depends on the assessment category and specific assessment instructions.","Add examples showing how academic integrity principles apply to different assessment formats, including essays, coding assignments, quantitative analysis and creative work.",/,"Academic integrity guidance should extend the same authorship and acknowledgement principles to programming assessments. Policies should clarify that students may use AI coding assistance only where permitted, must understand and validate generated code, and should disclose significant AI involvement in software development tasks."
RG095,University College London,University,Yes,England,Generic,Acknowledging and referencing GenAI,Guidance,All,https://library-guides.ucl.ac.uk/referencing-plagiarism/acknowledging-genAI,HTML,2026-08-03,Available,Official,,,Tool; Opportunity; Risk; Challenge,Unacknowledged AI Use; Misrepresentation of Authorship; Academic Integrity Breach; Misinformation; Citation Errors; Over-reliance on AI Outputs,Transparency; Responsible AI Use; Critical Evaluation; Research Integrity; AI Literacy,Background Research; Summarisation; Grammar Improvement; Writing Structure Support; Planning; Drafting Ideas,Submitting AI Output Without Acknowledgement; Treating AI as Author; Using AI as Primary Source; Unverified AI Content,Microsoft Copilot; ChatGPT,FALSE,Balanced,"UCL adopts a transparency-based governance model for GenAI use. Rather than treating all AI assistance as misconduct, UCL requires users to disclose meaningful AI involvement and maintain responsibility for the final academic output. The framework separates acknowledgement of AI assistance from traditional academic citation practices.","The guidance does not provide discipline-specific examples, particularly for AI-assisted programming, computational research or data analysis workflows.","The boundary between uses requiring acknowledgement and uses that do not remains dependent on task context, discipline and assessment requirements.","Provide examples of AI acknowledgement practices for different disciplines, including programming, quantitative research and collaborative projects.",/,"AI acknowledgement policies should extend beyond written text and explicitly address AI-assisted programming. Institutions should require disclosure of coding assistants, documentation of prompts or generated code where relevant, verification of AI-produced code, and clarification of whether AI-generated code constitutes acceptable assistance or replacement of student programming work."
RG096,University College London,University,Yes,England,Teaching,Generative AI and library skills,Guidance,All,https://library-guides.ucl.ac.uk/generative-ai,HTML,2026-08-03,Available,Official,,,Tool; Opportunity; Risk; Challenge; Transformative Technology,Misinformation; Hallucination; Bias; Copyright Risk; Intellectual Property Risk; Data Protection Risk; Over-reliance; Loss of Learning,AI Literacy; Critical Evaluation; Responsible AI Use; Research Skills Development; Information Literacy,Research Assistance; Search Assistance; Summarisation; Background Research; Prompting; Systematic Review Support; Information Evaluation,Using AI Without Evaluation; Treating AI as Source; Uploading Confidential Data; Replacing Independent Research,Microsoft Copilot; General GPT Tools; Generative AI Tools,FALSE,Balanced,"UCL’s Library Skills guidance represents an AI literacy approach to governance. Rather than focusing primarily on restriction, it teaches users how to integrate GenAI into research practices while maintaining source evaluation, critical thinking and academic responsibility. The guide positions GenAI as a research assistant rather than a replacement for scholarly judgement.","The guide does not provide detailed discipline-specific workflows, particularly for programming, computational experiments or data science research.","Although the guide discusses responsible use broadly, specific expectations may depend on individual assignments, departments or research contexts.","Add examples for technical disciplines, including AI-assisted coding, data analysis, reproducible research and computational literature reviews.",/,"Library and AI literacy guidance should include examples of computational research workflows, especially how researchers and students should evaluate AI-generated code, document AI-assisted analysis, protect research data, and distinguish AI-supported programming from replacement of independent technical work."
RG097,University College London,University,Yes,England,Research,Transparency on Authorship and Generative AI in Doctoral Research,Guidance,Researchers,https://www.ucl.ac.uk/study/doctoral-school/regulations/essential-procedures-and-policies/transparency-authorship-and-generative-ai-doctoral-research,HTML,2026-06-29,Available,Official,,,Tool; Opportunity; Risk; Challenge; Transformative Technology,Misrepresentation of Authorship; Unacknowledged AI Use; Research Integrity Breach; Inaccurate Research Outputs; Privacy/GDPR Risk; Ethical Compliance Risk,Transparency; Responsible AI Use; Research Integrity; Ethical Collaboration; Documentation of Contributions,Proofreading; Literature Review Support; Coding Support; Research Planning; Data/Research Assistance; Information Processing,Undeclared AI Contribution; Replacing Researcher Responsibility; Fabricated Research Content; Uncontrolled AI Reliance,Microsoft Copilot; ChatGPT; NotebookLM; Large Language Models,"True, Guidance Provided",Balanced,"This document represents a mature research governance model based on transparency and accountability rather than prohibition. UCL treats GenAI as one form of external research support, similar to human collaborators or professional services, but maintains that doctoral researchers remain responsible for the intellectual ownership, accuracy and integrity of their thesis.","Although AI-assisted coding examples are provided, the guidance does not specify detailed technical requirements such as code version tracking, prompt documentation, reproducibility standards or software security review.",The acceptable boundary between AI assistance and substantive research contribution remains discipline-dependent and may evolve as AI capabilities change.,"Add discipline-specific examples for computational research, including AI-assisted coding, data analysis pipelines, machine learning experiments and reproducible research workflows.",/,"Doctoral AI governance policies should explicitly address AI-assisted programming by requiring researchers to disclose AI involvement in software development, distinguish between assistance and substantive contribution, verify generated code, and maintain responsibility for methodological decisions and research outputs. UCL’s thesis declaration model provides a useful approach by treating AI-assisted coding as a research contribution that requires transparency rather than automatic prohibition."
RG098,University of Warwick,University,Yes,England,Generic,IMP 02: Artificial Intelligence Information Compliance Policy,Policy,All,https://warwick.ac.uk/services/secretarytocouncil/info-security/im-policy-framework/policies/imp02/,HTML,2026-06-29,Available,Official,8-Jul-26,,Tool; Risk; Challenge,Bias; Discrimination; Inequity; Hallucination; Inaccuracy; Privacy Breach; Data Protection Breach; Confidentiality Breach; Intellectual Property Risk; Copyright Risk; Unauthorised Data Use; Misrepresentation; Lack of Transparency; Security Risk; Lack of Human Oversight; Non-compliance,Responsible AI Use; Safe AI Use; Transparency; Accountability; Fairness; Human Oversight; Compliance; Ethical AI Use,Approved AI Use; Research Use with Ethics Authorisation; Professional Services Use with IDG Approval; AI-assisted University Operations; AI-generated Content with Human Oversight,Unauthorised Sensitive Data Input; Password/Credential Input; Unauthorised Personal Data Input; Unauthorised Confidential Data Input; Unauthorised University IP Input; Unauthorised Copyrighted Material Input; Misrepresentation of Individuals; AI Use Without Required Approval,Artificial Intelligence; Machine Learning; Large Language Models,FALSE,Cautious,"Warwick’s AI Information Compliance Policy represents a formal institutional risk-governance model. AI use is permitted and institutionally supported, but it is subject to approval processes, data restrictions, transparency requirements and human accountability. Particularly distinctive are its explicit prohibitions on entering specified categories of sensitive data into AI systems and its mandatory human-in-the-loop requirement for quality assurance.","The policy does not provide substantive guidance on teaching, learning, assessment, AI literacy or AI-assisted programming. These areas are largely delegated to separate University guidance and policies.","Although the policy establishes approval requirements for new AI uses, the practical threshold between routine permitted use and a “new use” requiring procurement or IDG approval may not always be obvious to individual users.","Add a concise decision framework showing when AI use requires no additional approval, IDG approval, research ethics approval, a DPIA, or an exception request.",/,"AI information-compliance policies should explicitly extend their data, security and accountability requirements to AI-assisted programming. They should clarify whether source code, proprietary software, API keys, credentials and internal repositories may be submitted to AI coding tools; require human review and testing of generated code; and establish disclosure, security and approval requirements for AI-assisted software development."
RG099,University of Warwick,University,Yes,England,Teaching,Artificial Intelligence in Education,Guidance,All,https://warwick.ac.uk/fac/cross_fac/academic-development/ai/,HTML,2026-08-03,Available,Official,18-Feb-25,,Tool; Opportunity; Challenge; Transformative Technology,Bias; Privacy Risk; Poor Evaluation of AI Outputs; Loss of Human Accountability; Over-reliance on AI,AI Literacy; Critical Thinking; Responsible AI Use; Human-AI Collaboration; Adaptability; Lifelong Learning,Learning Support; Teaching Support; Assessment Support; AI-assisted Collaboration; Critical Evaluation Activities,/,Generative AI; Large Language Models (LLMs); Chatbots,FALSE,Supportive,This guidance frames AI as an emerging educational capability that students and staff need to learn to use critically and responsibly. The central governance strategy is AI literacy rather than restriction.,"The guidance does not provide detailed operational rules for assessment submission, AI disclosure requirements, or discipline-specific AI practices.","While the document encourages AI collaboration in education, it does not define precise boundaries between acceptable and unacceptable AI involvement in specific assessment contexts.","Add examples showing how AI can be integrated into different disciplines, including technical subjects, programming education and research-based learning.",/,"Education-focused AI guidance should extend AI literacy principles to programming education by encouraging students to understand, evaluate and responsibly collaborate with AI coding tools. Policies should clarify that AI-generated code should support learning rather than replace students’ development of programming competence, and should encourage verification, debugging and reflection on AI-produced solutions."
RG100,University of Warwick,University,Yes,England,Teaching,AI for Learning and Teaching,Guidance,Staff,https://warwick.ac.uk/fac/cross_fac/academic-development/ai/learning-and-teaching/,HTML,2026-08-03,Available,Official,,,Tool; Opportunity; Risk; Challenge,Poor Evaluation of AI Outputs; Bias; Privacy Risk; Intellectual Property Risk; Inaccurate AI Outputs; Loss of Human Accountability,AI Literacy; Critical Thinking; Responsible AI Use; Teaching Innovation; Human-AI Collaboration; Feedback Enhancement,Content Evaluation; Scenario Generation; Creative Learning Activities; Study Support; Quiz Generation; Feedback Support; Assessment Support,Uploading Personal Data Without Protection; Uploading Student Work Without Consent; Using AI Outputs Without Human Review,Microsoft Copilot; Generative AI Tools,FALSE,Supportive,"Warwick’s AI for Learning and Teaching guidance adopts an augmentation model: AI is positioned as a tool that can enhance teaching and learning rather than replace educators or students. The guidance encourages experimentation while embedding critical evaluation, privacy awareness and human judgement.","The guidance does not provide detailed rules for student assessment submission, AI declaration requirements or academic misconduct procedures.",Specific boundaries between acceptable and unacceptable student AI use are delegated to assessment design and module-level decisions.,"Add discipline-specific examples, especially for programming, quantitative analysis and computational teaching contexts.",/,"Teaching guidance should extend AI literacy principles to programming education by encouraging students to critically evaluate AI-generated code, understand algorithmic limitations, and use AI coding assistants as learning supports rather than substitutes for developing programming competence."
RG101,University of Warwick,University,Yes,England,Teaching,AI and Assessment,Guidance,Staff,https://warwick.ac.uk/fac/cross_fac/academic-development/ai/assessment/,HTML,2026-08-03,Available,Official,18-Feb-25,,Tool; Opportunity; Risk; Challenge; Transformative Technology,Academic Misconduct; Misrepresentation of Student Capability; Unfair Assessment; Inaccurate Evidence of Learning; Privacy Risk; Copyright Risk; Over-reliance on AI,Assessment Redesign; AI Literacy; Human Capability Development; Authentic Assessment; Critical Thinking; Responsible AI Use,AI-supported Assessment; AI Collaboration; AI Evaluation Tasks; Assessment Design Testing; Feedback Support,/,Microsoft Copilot; Claude; ChatGPT; Gemini; Perplexity; Large Language Models (LLMs); Generative AI,FALSE,Balanced,"This document represents Warwick’s assessment adaptation model for generative AI. Instead of framing AI primarily as a threat, it argues that assessment systems should evolve to better capture human learning, critical thinking and authentic capability while allowing responsible AI collaboration.","The guidance does not provide detailed student-facing rules on AI declaration, citation or academic misconduct procedures.","Although it provides principles for assessment redesign, specific implementation decisions remain dependent on individual modules and disciplines.","Add discipline-specific examples, particularly for programming, quantitative methods and data science assessments where AI-generated outputs may be difficult to distinguish from student-produced work.",/,"Assessment guidance should include specific consideration of AI coding assistants. Policies should clarify when generated code may be used, how students should document prompts and modifications, and how assessment should evaluate programming understanding rather than only final code output. Human verification, testing and explanation of AI-generated code should be incorporated into programming assessment design."
RG102,University of Warwick,University,Yes,England,Teaching,AI Tools for Education,Guidance,Staff,https://warwick.ac.uk/fac/cross_fac/academic-development/ai/tools/,HTML,2026-08-03,Available,Official,14-Feb-25,,Tool; Opportunity; Risk; Challenge,Privacy Risk; Data Protection Risk; Copyright Risk; Bias; Accessibility Inequality; Inappropriate Content Exposure; Poor Output Quality; Security Risk,Responsible AI Use; AI Literacy; Tool Evaluation; Pedagogical Alignment; Ethical Technology Adoption,Teaching Support; Learning Support; Research Support; Simulation; Content Creation; Prompting; AI-assisted Materials Development,Uploading Personal Data; Uploading Internal Warwick Data; Uploading Copyrighted Materials; Unsafe Public AI Platform Use,Microsoft Copilot; ChatGPT; Claude; AI Image Generation Tools; Generative AI Tools,"True, Guidance Provided",Balanced,"This document represents Warwick’s operational approach to AI adoption: AI tools should not be selected simply because they are available, but because they align with pedagogical objectives, institutional security requirements and ethical considerations. The guidance combines innovation with practical risk assessment.",The document does not provide detailed assessment rules or student-facing AI use requirements.,"Although it recommends Copilot as the preferred tool, it does not define a complete approval workflow for all external educational AI platforms.","Add specific guidance for AI coding assistants, data science tools and discipline-specific AI applications.",/,"AI tool selection guidance should explicitly address AI coding assistants by requiring users to evaluate generated code for correctness, security and maintainability. Policies should clarify that programming knowledge remains necessary when using AI-generated code and should encourage verification, testing and responsible handling of source code and software-related data."
RG103,University of Warwick,University,Yes,England,Generic,Responsible and ethical use of AI,Guidance,All,https://warwick.ac.uk/fac/cross_fac/academic-development/ai/more/responsible-use/,HTML,2026-08-03,Available,Official,14-Feb-25,,Tool; Opportunity; Risk; Challenge,Bias; Discrimination; Privacy Risk; Data Protection Risk; Intellectual Property Risk; Copyright Risk; Inaccuracy; Hallucination; Inequity; Accessibility Risk; Over-reliance; Loss of Human Capability,Responsible AI Use; AI Literacy; Transparency; Accountability; Fairness; Accessibility; Human-AI Collaboration; Critical Evaluation,Human-AI Collaboration; Learning Support; Teaching Support; Responsible AI-assisted Work; AI-supported Decision Making,Use Without Transparency; Uploading Personal Data; Uploading Confidential Information; Uploading Restricted Copyright Material; Uncritical Acceptance of AI Outputs,Generative AI; Large Language Models (LLMs); ChatGPT; Gemini; Claude; Microsoft Copilot,"True, mentioned",Balanced,"This document frames responsible AI use around human-AI collaboration rather than replacement. Its central governance principle is that AI should enhance human capability while maintaining transparency, accountability, fairness and critical judgement.","The guidance does not provide detailed operational procedures for assessment declaration, research approval or specific AI tool adoption.","While it identifies major ethical principles, it does not define precise thresholds for acceptable versus unacceptable AI use in every educational context.","Add practical examples showing how responsible AI principles apply to common student and staff workflows, including writing, coding, research and assessment.",/,"Responsible AI guidance should explicitly extend ethical principles to AI-assisted programming. Policies should address transparency of AI-generated code, verification of correctness and security, protection of proprietary code, and the need to maintain human responsibility when using coding assistants."
